text,racismo,Busca
"Assisti hoje ""Que horas ela volta?"". e olha. a familia do Morumbi é bem fdp. mas a Val aceitar essa mentalidade de… https://t.co/pOE2ck2t1d",0,3
Autoridades reconstituem morte de jovem negro após abordagem policial | SBT Brasil (22/11/22) https://t.co/a2F6VMczE1,0,3
eu quero muito fazer alguma coisa no meu cabelo. a mão tá tremendo muito para pintar de preto dnv,0,3
Quero externar o meu sentimento de pesar pela morte do amigo Francisco Miguel Neto. o popular Preto de Natalício. E… https://t.co/HzmMDpTmyq,0,3
"eu falando de cores com a minha manicure e com a minha trancista é sensacional porque as duas sabem das minhas limitações. Eu falo ""quero fazer alguma coisa diferente"" e elas ""vai ser preto com o que? cinza"" ou então ""vários tons de nude? ok""",0,3
Esse mlk de Adão negro é um lixo,0,3
Converso com esse negão a um tempo. jogador de futebol. trampa com coleta de lixo e domingo finalmente ele criou co… https://t.co/BMs3Pc2LqJ,0,3
moça fdp falou q ia ficar azul pra krl e ficou quase preto VO ME MATA,0,3
o juiz PRETO falou pra minha vó que ele estava drogado sim pq oq será que um preto estava fazendo na rua de madrugada????????. exatamente com essa palavras.faz doze anos mas ainda dói como si tivesse sido ontem.te amo eternamente pai e vou lutar contra o racismo como onça!,0,3
aproveitando a semana da consciência negra .queria dizer que meu pai morreu a  12 anos por ser negro.porque infelizmente um JUIZ NEGRO falou que ele estava drogado EXATAMENTE POR SER NEGRO.pq em todos os exames toxicológico diziam que ele estava sóbrio .limpo !Um juiz NEGRO !!!,0,3
Enquanto lá na rede ao lado ainda estamos reverberando o sucesso que foi o 2° Festival Cultural É Coisa De Preto. a… https://t.co/ZIeX1c6itP,0,3
Minha cabeleireira brigando cmg pq antes de eu pintar meu cabelo de preto ela falou quinhentas vezes que eu logo qu… https://t.co/HCi0WkAWOP,0,3
o filhote de cruscredo arrombada aloprada fudida do caralho mal amada mal comida rapariga prostituta cabeça de rola putiane puta lixo nojenta cu de buraco negro careca aberração verme bolsominion filha do capeta cuspe do demonio restp de aborto feto mal desenvolvido,0,3
Hoje eu fui comprar roupa de academia e só tinha short preto ,0,3
Marcelo Faria. de 66 anos. responde pela morte de Hugo Rayol. de 82 anos. em fevereiro deste ano. na Lagoinha.,0,3
Negro. trabalhador. estudante e faz uns free de modelo por que é um neguinho bonito e estiloso. ,0,3
Próxima decepção eu pinto o cabelo todo de preto e desisto dessa coisa q vcs dizem ser amor....,0,3
Chá preto pode reduzir o risco de morte precoce por doença cardíaca - Novo estudo com quase meio milhão de pessoas.… https://t.co/ia7eh8VFQ7,0,3
Dia do meu negão hoje . só gratidão pela vida desse fdp ????,0,3
meu negro mbappe perdeu uma boa oportunidade,0,3
Todo treino de perna a mesma coisa: teto preto. ??,0,3
teve o jogo de manhã né,0,3
Tava vendo umas fts da secomp e eu vi uma dama de preto belíssima. A pessoa qnd nasce com o potencial de beleza é outra coisa,0,3
Não tem um dia que eu não passe por um saco preto de lixo na rua e não lembro da Gkay kkkkkkkkkkkkkkk,0,3
um cachorrinho preto me seguiu até em casa e vasculhou a casa INTEIRA antes de deitar na varanda pra dormir coisa m… https://t.co/hyGntmbwUm,0,3
ontem quando eu tava passando trabalhando de escrava p minha irmã eu lembrei do nada do jeito q aquele fdp me olhava e me deu sdd,0,3
Não sei o motivo de eu estar mais acelerado que o normal hoje. Não sei mesmo. Mas ACHO que não deve ser influência do energético. do café e do chá preto que eu tomei. tudo antes das 15h. Acho eu. Pode ser tanta coisa. né gente? Vai saber.,0,3
Olha a dor de cabeça que dá por conta de ser assaltado...ngm merece. Bandido é uma raça desgraçada!,0,3
de acordo com meus pais halls preto cura qualquer coisa,0,3
[Se fosse preto e pobre já teria morrido. espancado até a morte pela própria pia da cela],0,3
E eu que não posso ver um saco de lixo preto que já penso no convite da farofa,0,3
Ontem fui a uma gira de Preto Velho na Bahia.e tô pra dizer a vcs que foi a coisa mais potente que eu vivenciei nesses 9 meses por cá. Lindo e energético demais. Adorê as almas,0,3
estou vendo um ponto preto na minha visão faz uma semana,0,3
povo falando mal da mikasa pq ela manteve o cachecol até a morte. se alguém me salvasse de virar escrava sexual de velho seboso e consequentemente tb vingasse a morte de meus pais eu tbm manteria um item q me lembrasse da pessoa até o fim da vida,0,3
"Amo o fato que ""Telefone Preto"" mudou minha perspectiva de ir ao cinema: agora tenho 0 vontade de gastar dinheiro c… https://t.co/Wxq8G1IEZY",0,3
Aquele branco é mais fechamento que a porra daquele preto. n fecho com branco. mas se eu fechar o mano é no cap. se… https://t.co/44XEc0LPti,0,3
GENTE?? O tanto de tentativa de feminicídio caraca explosão de casos e não é só um perfil masculino pode ser qualquer um branco. preto. rico. pobre. novo. idoso muito preocupante. Cláudio e Edu Paes fazem alguma coisa crlh #rjtv,0,3
única coisa boa foi que acordei amando mais meu cabelo e pensando que talvez eu deveria ter pintado ele de preto pq na boa. to uma gata,0,3
pior coisa do mundo é pintar o cabelo de preto a raiz começa a aparecer mais clara e o contraste com o comprimento… https://t.co/hJXvBw2FRX,0,3
"Mês da consciência negra e o cara. preto. se enfia no meio de um monte de branco. que se bobear. deve ter dado parabéns para ele no dia 20.
Sou branca. mas nunca quero estar no meio de um monte de gente branca. não tem como.
Se pessoa só tem branco perto. tem coisa errada.",0,3
Já que o convite da farofa da @gessicakayane vem no saco de preto. eu mereço um. pq hj eu tô um lixo ??,0,3
Pensando em pitar o meu cabelo de preto fosco ou castanho escuro. ,0,3
nenhum dos meus amigos comentou qualquer coisa sobre eu ter pintado o cabelo de preto. certamente foi um glow down,0,3
"Nunca vou entender um grupo negro falar que racismo reverso existe. serem contra cotas raciais e outras coisas que sem noção

É cada coisa que devem ter propagado de ruim nas escolas que dá uma tristeza
E o pior é acharem que estão mandando bem. por provavelmente estarem refletin",0,3
Toda criança sonha em ser feliz. jogado no crime um eterno aprendiz...,0,3
esse pessoal só insiste nesses padroes de uniforme preto a coisa mais sem graça do mundoooooo,0,3
Torcer contra a Argentina sempre é um dever moral. Quando o Sport foi pra libertadores eu sequei até a morte. Foda-se se é conterrâneo. Rubro negro e argentino tem que chorar todo dia,0,3
É branco pagando de preto aí que coisa ridícula,0,3
Tem coisa mais satisfatório doq um time de preto calando a torcida dos pelotudo? HAHAHAHAHAHA,0,3
"""Ah mas demostra demais é coisa de gente emocionada""",0,3
pintei meu cabelo de preto e finalizei. está a coisa mais lindinha. ??,0,3
"Há mais coisa em comum entre o ""padre"" Kelmon e o fogão @brastemp que você possa imaginar. ",0,3
Amo chá de cozinha. porque eu escolho o que eu queria para mim. já briguei com a Emily porque ela quer vermelho e preto e eu achei um prato verde com branco e uns detalhes a coisa mais linda!,0,3
Jorge Rebelo de Almeida. Presidente do VILA GALÉ HOTÉIS visitará Belo Horizonte no dia 30 de novembro para analisar oportunidade de investir no Estado. Ouro Preto e Inhotim estão no radar,0,3
a professora falando que o mlk deveria ter sido o que mais estudou sobre a lei de cotas (só pq ele é preto) pro debate é a coisa mais absurda que eu escutei hoje e ainda são 7 hrs da manhã,0,3
Essa hora e eu caçando saco de lixo preto kkkkkkkk,0,3
Você pode até não gostar do time. torcer contra. etc. mas Argentina de camisa azul e branca com short preto é coisa fina demais.,0,3
"Ser preta de pele clara é ter q fcr ouvindo coisa como ""vc não é preta. vc é morena""",0,3
verdadeiro negro drama a flor que nasceu do lixo,0,3
"""ai amg ele não te merece"". ""termina com ele amg"". ""ai amg vc é pft p ele"". na primeira oportunidade foi da esse rabo preto seu p ele né ??",0,3
pintar o cabelo de preto foi a melhor coisa que eu fiz,0,3
verdadeiro negro drama a flor que nasceu do lixo,0,3
"tive um pesadelo e quando acordei era a coisa mais boba e realista possível: eu estava em surto por não conseguir tirar tinta preta do meu cabelo depois de ter tingido ele de preto 

observação: meu cabelo é azul",0,3
Essa série é lição de vida. o cara filho do lord se apaixonou pela a escrava e a escrava virou uma mulher livre. aí agora cm ela tá empoderada largou o cara. qnd tu era escrava tu era apaixonada no cara né FDP,0,3
eu tenho uma coisa com homem preto de camiseta branca. ainda mais se tiver de bermuda ??????,0,3
Se tu e preto e bandido.se tem cabelo grande e maconheiro.,0,3
Jefin pós lente pqp. deu mais vontade de chupar ainda negão fdp so,0,3
eu não aguento a alexandra. essa mlk é escrava do charque kkkkkkkkk fdp,0,3
as vezes toda garota precisa de uma coisa com p,0,3
Tem cabelo ruim pq é preto,0,3
mulheres em roupas de latex preto são capazes de qualquer coisa,0,3
pediram pra ir de tom pastel. vou de preto pq é quase a mesma coisa,0,3
@Beyonce eu estou cansada de ver só fundo preto e escrito RENAISSANCE no youtube. FAÇA ALGUMA COISA,0,3
Churrasquinho com o pai e mãe. melhor coisa logo toma um banho e descansa. amanhã e dia de preto,0,3
terei que ir no reileao da 3R pq sou pobre e essas festas de ano novo de rio preto é um lixo,0,3
"A fase de odiar meu cabelo voltou. Todos os dias vejo cortes diferentes. penso em raspar. penso em pintar. penso em deixar como ta e esperar crescer. em fazer luzes ou tacar um preto ódio
Grrrrr
A autoestima ta um lixo por conta disso",0,3
odeio ver as pessoas usando coração preto. pra mim só se usa em caso de morte. luto etc,0,3
Liderança afro-brasileira nas comunidades de lésbicas. gays. bissexuais. transgêneros. travestis e transexuais (LGBT+). Ludymilla Santiago alertou para existência do que chamou de “política pública de extermínio” no País. responsável por morte de um jovem negro a cada 20 minutos.,0,3
?? Saco para lixo Utilix. 50 litros. preto. rolo com 30 sacos*?? R$ 7.19 (Recorrência)*,0,3
"toda vez que eu assisto alguma coisa com protagonismo preto eu me sinto mais poderoso. lindo e me encho de inspirações.
e quando o protagonismo é uma mulher preta. é sensacional. quando o protagonismo é um romance entre duas pessoas pretas. é simplesmente incrível.",0,3
não acredito que me arrumei toda pra em enfiarem em um avental preto toca preta máscara preta parecia um saco de lixo,0,3
melhor coisa que eu fiz foi pintar meu cabelo de preto,0,3
Asamoah Gyan. um herói preto que alegrou seu povo com muitos gols. Mas que sempre será lembrado por um gol que perdeu. da oportunidade desperdiçada de colocar sua nação em um lugar que outro país africano jamais chegou.,0,3
quero outra oportunidade de usar meu vestidinho preto,0,3
?? O projeto é realizado por colaboradores voluntários da empresa.,0,3
A Copa do Mundo acontece justamente durante o Novembro Negro. É mais uma oportunidade da gente notar o destaque dos jogadores pretos. que dão um show no futebol. Seja no Catar. no Brasil ou em qualquer parte. o protagonismo é negro.,0,3
Eu vejo foto em preto e branco no site ao lado. eu já penso que é de alguma homenagem sobre a morte de alguém. chego lá não é!,0,3
O tanto q eu amo toma café n tá escrito. única coisa q me quebra é a tremedeira depois mas isso n me impedi de toma café preto,0,3
"Uma coisa que eu AMO em Homens de Preto é que eles falam como o ""cinturão de Orion"" não é um lugar que existe. é só uma constelação. ""Estar no cinturão de Orion"" não faz sentido. Alias no BR chamamos de as 3 Marias.

Ai no fim. Orion é o gato. Sacada perfeita. 10/10",0,3
Eu falo que quero sair do preto. mas na primeira oportunidade estou pintando meu cabelo,0,3
Ouvindo Silvio Almeida no Mano a Mano e mais uma vez ele toca na ferida de: Quando vc descobriu que era preto? Silvio contou sua história na escola qdo uma professora mandou ele tirar o capuz num dia de geada dos anos 80 pq ele ficaria com cara de bandido.Todos os entrevistados+,0,3
E queria agradecer e parabenizar a maravilhosa@luizanobelque fez um baile lindooooooo ontem ao lado de@bugzinhaae Ellicia Maria.Coisa linda. coisa de preto sabe?Que baileeeeeeeee minhas amigas!,0,3
depois de ver alguém falando que o rosa odeia o roxo e vice e versa percebi uma coisa. o vermelho é best do preto. laranja é best do amarelo. azul tem treta com o verde e namora o branco,0,3
eu fico um pouco chocada como as pessoas são sempre cheias de razão de tipo ah eu sei com absoluta certeza tal coisa como se tudo fosse preto no branco como se cada pessoa não fosse diferente da outra,0,3
na minha humilde opinião um isoporzinho de bebidas é mais farofa do que um saco preto de lixo e seria um convite mto mais legal,0,3
Bom dia. voltei pro foco e agora vou tentar uma abordagem diferente ,0,3
A sociedade é culpada por preconceito. vendo que tem negro com preconceito aos próprios Negro ?? O pode público da oportunidade para  todos iguais inclusive nas escolas. se alguém me não  quer estudar e optar por fica no tráfico.,0,3
O tanto q o Senegal copiou o uniforme do umdois é brincadeira hein. só mudaram de preto pra branco. de resto É A MESMA COISA,0,3
"Bukayo Saka. Uma das grandes revelações nos últimos anos. Jogador preto que sofreu racismo na final da Euro após pênalti perdido junto de Sancho e Rashford. Hoje em sua estreia fez 2 gols.

Saka não é mais promessa. é realidade. Jovem e talentoso que merece sua redenção. Starboy!",0,3
ele de cabelo preto ta a coisa mais gostosa. mds,0,3
Saco de Lixo Vabene Extra Forte Preto 30L - 25 Sacos. Vabene na Amazon - R$ 5.20. Oferta Relâmpago.,0,3
o jogador de preto deve ter feito alguma coisa muito ruim pra ninguém tocar a bola pra ele... ????,0,3
a Inglaterra metendo 4 x 0 no irã com gol de um preto estreante na copa do mundo é a coisa mais foda que vc vai ver hj!,0,3
Eu tava mais o @ conversando sobre consciência racial. aí eu falei mal de gente branca e ele soltou um “hey man minha mãe é branca por isso que não tem igualmente????????”. Detalhe ele é um cara preto dizendo que eu tava fazendo racismo reverso. mano eu só queira transar que saco,0,3
Saco de Lixo Vabene Extra Forte Preto 30L - 25 Sacos. Vabene,0,3
negro em filme comum: alivio cômico,0,3
q fique claro uma coisa aq ,0,3
o de preto nunca tem posse de bola e sempre tem que ficar parado quando a bola vai pra perto dele e quando ele fala alguma coisa todo mundo quer encrencar com ele  isso tem nome,0,3
MANO o qq é esse documentário maravilhoso do racionais na Netflix. puta que parou mano. ver a luta deles de levar a verdade para as ruas. de mostrar pra todos a realidade das favelas e principalmente do povo preto é uma coisa que é admirável.,0,3
Comecei a segunda-feira na abertura da nossa Semana da Arte Negra na Assembleia Legislativa. Dos dias 21 ao 23. colocaremos em pauta as origens e a rica multiplicidade do povo negro. reconhecendo que a luta contra o racismo. contra a discriminação e pela oferta de oportunidade +,0,3
Hj internaram a Pretinha e eu tô me sentindo a pior mãe do mundo. nos último tempos eu tava mt na merda e não cuidei dela como devia. agr ela tá doente. eu tô longe e não lembro sequer de ter dado um bjo nela antes de vir. me sentindo um LIXO,0,3
Invejem seus fdp que eu tenho a pretinha mais linda desse mundo como namoradaaaaaaaaa,0,3
Passei o dia na praia com minha pretinha. ficou igual pinto no lixo ??,0,3
Silêncio que me assustava... Foi quando ela apareceu. tão linda formosa e bela. Me olhando dizia assim…,0,3
nao vou gastar o tempo PRECIOSO de mulambo com a minha mãe,0,3
nunca chorei tanto igual hoje. eu não via minha mãe feliz assim faziam 4 anos e ela sorriu tanto. me pediu para tirar fotos dela. pra tirar foto comigo. ficou se admirando no espelho por uns 20 minutos. Minha pretinha merece o mundo todinho. não vou deixar essa doença abalar ela.,0,3
Dona Maria mulambo que essa oportunidade seja de gratidão ?????????,0,3
Madrugada eee. madrugadaa. eu sou Maria mulambo. senhora de seu lucifer. quem me quiser bem boa sorte. quem me quiser mal bom morte. madrugada eeeee madrugadasa,0,3
Quando eu era criança tinha um amigo aqui do morro que tinha uma mobilete. ele deixava a galera andar e eu sempre quis uma. porém a indimae não tinha condições. A poucos dias surgiu uma oportunidade de comprar uma rs e msm tendo a pretinha o que eu fiz ??? sim!!! To td bobo!,0,3
A Fdp é gata e ainda é Macumbeira. aí meu coração não aguenta ??,0,3
Mulambo tava sentada lá no lixo quando Exu lhe chamou,0,3
“Ela é bruxa das almas. ela é o exu. La na boca do lixo é Maria Mulambo”,0,3
Aaaa sei lá o jeito que esse preto tá me iludindo e uma coisa anormal ,0,3
dizem q a mulambo vem do lixo. c a sua saia cheia de nó,0,3
Tata mulambo quem cuida da minha vida quando eu estava perdido ela veio e me ajudou. quando a morte passou bem na minha frente ela estava presente e foi ela quem me salvou,0,3
sonhei q minha pretinha não me esperou 5 minutinhos pra dar beijinhos pq tinha q fazer corre… ah é não foi sonho. fdp.,0,3
Oi quando eu vi a mulher gargalhar quase chorei e perguntei se era pombogira. ela trazia um escudo da morte Maria mulambo ainda é mulher de sorte,0,3
Dia 19/11 tem show em Maceió e é a oportunidade para beber. chorar e cantar com a pretinha ??,0,3
samara passou no vestibular e eu tô rindo atoa de felicidade por ela .tanto que ela merece não tá escrito .amo muito minha pretinha ??,0,3
É mulambo que gira no lixo ela é danada é tirana ????,0,3
ser crente deve ser mt triste mano ,0,3
Mano. eu e Laís voltando de boa e um fdp de um cara mexendo com nois de carro. que odio. odeio homens. comecei logo a cantar um ponto de cigana bem alto. ele foi embora rapidinho. amo ser macumbeira!!!,0,3
Deus sabe de todas as coisas e eu não vou ficar implorando presença de pai pra minha pretinha q é maravilhosa ela merece muito mais do q ele tem pra oferecer,0,3
"Da última vez que me ""xingaram"" de macumbeira:",0,3
Sou maltrapilho bem-vestido. mulambo perfumado....,0,3
"um mês. um mês que eu te procuro e não acho. um mês que você se foi e me deixou aqui lidando com a dor da sua ausência. tá doendo tanto.  e eu prometo que a morte não irá levar o melhor de nós. você viverá pra sempre em meu coração.
Eu te amo pra sempre pretinha",0,3
"fiona a mais fodona. lip o maior que temos. ian gayzinho fofo lindo. carl maluco. debs princesa lindinha. v pretinha gostosa rabuda. kevin gostoso. karen puta fudida cachorra. sheila um amor porém burra. frank fdp broxa alcoólatra. steve mentiroso
te amo shameless",0,3
"""minha macumbeira.você merece tudo de bom"" como não amar seu João caveira mermão",0,3
ela nasceu do lixo. na boca da lixeira (2x),0,3
Andando pela estrada,0,3
Esperando encontar a pretinha quinta de novo. pra ver se ela merece a folha ou não.,0,3
"fiona a mais fodona. lip o maior que temos. ian gayzinho fofo lindo. carl maluco. debs princesa lindinha. v pretinha gostosa rabuda. kevin gostoso. karen puta fudida cachorra. sheila um amor porém burra. frank fdp broxa alcoólatra. steve mentiroso
te amo shameless",0,3
E lá no mato tem um lixo. quem quiser fazer feitiço vai buscar seu patuá. seu patuá… ,0,3
fui chamar um boy t muito no Instagram né. e assim eu chamo todo preto de pretinho pq eu acho a coisa mais cunty quando sou chamada de pretinha tbm. fui falar isso com ele e mona ele me deu maior coiozao falando que eu deveria o chamar de negão. e eu n curto muito esse termo,0,3
[10/11 19:40] Reis: Tô pensando em ir na próxima macumba,0,3
MEU DEUS ELE ME CHAMANDO DE PRETINHA aaaaaa q sdd desse fdp,0,3
[10/11 18:02] +55 2: Como é que é a história???,0,3
as vezes sinto vontade de espancar minha mulher por ser boa/ajudar pessoas que não merecem e na primeira oportunidade botam pra lascar na minha pretinha ,0,3
Pretinha bandido KKKKKKKKKKKK,0,3
Hoje o dia não foi fácil. perdemos Gal Costa e Rolando Boldrin… e tive a infelicidade de saber se relatos de pessoas ditas cristãs e “de bem” de que Gal merecia a morte por ser macumbeira! O ódio foi normalizado pela extrema direita e nós temos que lutar contra isso!,0,3
Fica tentando esconder as coisas de mim é a pior coisa kkkkkkk por que além de ter meus informantes eu sou é macumbeira fdp??,0,3
Porra ela jogou Crazy da Douchii. não acredito. a pretinha merece muitoooooo ??????????????????????????,0,3
Para Micheque. Carluxo. Forças Armadas. STE. STF. Senado. Congresso e etc....,0,3
Vou encomendar a morte desse fdp que deixou minha pretinha triste,0,3
e o nome dessa bandida costurou na boca do sapo. ela é bruxa das almas ela é um exu. na boca do lixo é Maria Mulambo ????????,0,3
Essa semana eu ouvi “pretinha… a gente pode fazer um rolê amanha ai na sua casa..?? E que eu vou acabar gastando um pouco mais doq eu gostaria se a gente sair e eu sou bem econômico com meu dinheiro…” KKKKKKKKKKKKKKKKKKKK Esses cara acha que eu achei minha bct no lixo só pode,0,3
Todo lugar tem uma rainha.,0,3
Eu passando mal. com uma alergia sem fim vou colocar o lixo. a vizinha bozominion me ver e grita .,0,3
Seca mais seus mulambo fdp,0,3
pretinha fdp cagou no chuveiro,0,3
"Falei pra mãe ""Eu quero essa guia pra ela. bem linda. bem maravilhosa como ela merece. pq ela até pode ser Mulambo mas ela não é Mulambenta"" KKK a mãe começou a rir e disse ""Isso aí minha filha"" ?????? 
Eu hein. vai ter tudo de melhor. tudo que ela me der eu vou devolver em dobro",0,3
Lá vai o maltrapilho bem vestido. mulambo perfumado,0,3
Amanhã terá um samba na firma e será uma ótima oportunidade pra me ver sambar. já que isso é bem raro fora da minha Patota pretinha,0,3
acho ridículo quem compara dona Mulambo com lixo. coisas sujas. ela foi Rainha! lixo é você que não tem nada ????,0,3
"""Sou eu. Maria Mulambo. mulher de seu Lúcifer.",0,3
Aquela pretinha tá me fazendo não ver graça em mais ninguém. tô ficando com ódio já. fdp,0,3
"me chamou de ""minha pretinha"" ",0,3
Oi gente. du. Dudu. edu e pretinha estão precisando de um lar! Foram abandonados no lixo perto de estrada. É no Rio de janeiro por favor compartilhem! Eles são uns amores. brincalhões e preguiçosos!!!,0,3
Ela é mulambo mulambinho mora lá no inferninho de quiser falar c ela cata lixoo na lixeira ae ae cata lixo na lixeira..????,0,3
Tão linda. tão formosa e bela. me olhando me dizia assim: Sou eu Maria Mulambo. senhora de seu Lúcifer. quem me quiser bem. boa sorte. quem me quiser mal. boa morte. Escolha o que tu quiser. madrugada ê. madrugada…,0,3
Mulambo diz: “Perdas são necessárias. ninguém limpa a casa sem tirar o lixo do chão”,0,3
Ela é Maria Mulambo. com muito prazer,0,3
alguém pode por gentileza achar o vídeo da bebezinha pretinha indo colocar suco de laranja no copo e derrubando tudo é um caso de vida ou morte,0,3
Lembrei agora da Yoda. a morte dela foi um baque muito grande pra mim e eu sinto falta dela. do miadinho. do olhar doce. dela pedindo colo. dormindo juntinho coladinha. Que saudades da minha pretinha,0,3
a hora q eu aparecer naquela loja eu vou dar uma facada nesse menino. nossa eu gasto meu reu primário. mulambo quebra um osso meu. mas eu dou uma facada nesse fdp,0,3
